AccX, AccY, AccZ, variable(xyz), isBump, Threshold High, Threshold Low, Car, GyrX, GyrY, GyrZ, latitude, longitude, timestamp, accuracy (m)
1.1, 0.1, 9.6, Z, 1, 12.5, 7.5, indica None, -0.0, -0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.1, 0.1, 9.7, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.1, 0.1, 9.7, Z, 0, 12.5, 7.5, indica None, -0.0, 0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, 0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, 0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, 0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.7, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.7, Z, 0, 12.5, 7.5, indica None, -0.0, 0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, 0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.0, 0.1, 9.6, Z, 0, 12.5, 7.5, indica None, -0.0, 0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.1, 0.1, 9.7, Z, 0, 12.5, 7.5, indica None, -0.0, 0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.1, 0.1, 9.7, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.1, 0.1, 9.7, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, -0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.1, 0.1, 9.7, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.1, 0.1, 9.7, Z, 0, 12.5, 7.5, indica None, -0.0, -0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
1.1, 0.1, 9.7, Z, 0, 12.5, 7.5, indica None, -0.0, 0.0, 0.0, 12.888231, 77.561973, 16-Jan-2017 4:49:53 PM, 3.0
