AccX, AccY, AccZ, variable(xyz), isBump, Threshold High, Threshold Low, Car, GyrX, GyrY, GyrZ, latitude, longitude, timestamp, accuracy (m)
-0.4, 0.3, 9.9, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.4, 0.3, 9.9, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.4, 0.2, 10.3, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.3, 9.5, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.0, 10.2, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.0, 10.2, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.0, 10.2, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.0, 10.2, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.0, 10.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.0, 10.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.0, 10.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.0, 10.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.0, 10.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.0, 10.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.5, 9.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.5, 9.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.5, 9.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.5, 9.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.5, 9.6, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.3, 0.2, 9.9, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.3, 0.2, 9.9, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.3, 0.2, 9.9, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.3, 0.2, 9.9, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.3, 0.2, 9.9, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.2, 10.4, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.2, 10.4, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.2, 10.4, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.2, 10.4, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.2, 0.2, 10.4, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.4, 0.4, 10.4, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.4, 0.4, 10.4, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.4, 0.4, 10.4, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.4, 0.4, 10.4, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.4, 0.4, 10.4, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.6, 0.6, 9.3, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.6, 0.6, 9.3, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.6, 0.6, 9.3, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.6, 0.6, 9.3, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.6, 0.6, 9.3, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.4, 8.0, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.4, 8.0, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.4, 8.0, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.4, 8.0, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
-0.5, 0.4, 8.0, Z, 0, 12.5, 7.5, zen 1000, -0.0, -0.0, -0.0, 12.929927, 77.614907, 18 Jan 2017 23:54:25, 37.5
